event_time,event_id,customer,user_id
2021-01-01 00:00:00,9ba55e6f-7789-4338-b9b3-ba7a14cd43a3,Company_0,User_360
2021-01-01 00:00:00,f299c95b-9a4d-4b55-9587-2628ccdfecc5,Company_6,User_766
2021-01-01 01:00:00,88abd0aa-cdbe-421b-868d-9ef5a9c04db2,Company_99,User_748
2021-01-01 02:00:00,c8744e0f-cd39-47fd-b1b8-5b4cf1dc4235,Company_50,User_512
2021-01-01 03:00:00,73ca6b81-f4d2-46dd-8043-0bb0e9399fc8,Company_56,User_369
2021-01-01 03:00:00,4bf7eaa3-f5d5-4b79-94ea-e0bdc9dff812,Company_86,User_449
2021-01-01 04:00:00,68ac0c3b-7f6e-49d5-9da3-4248743d2d19,Company_18,User_655
2021-01-01 07:00:00,525c9cb5-1dbe-4e68-aa4e-2c6a809b9353,Company_54,User_896
2021-01-01 07:00:00,cc0b056b-547f-4a0e-8642-c99d51b81091,Company_65,User_264
2021-01-01 08:00:00,0b47569c-e35b-4436-9814-599ab00619f9,Company_32,User_753
2021-01-01 08:00:00,cbacc926-b17a-4691-8d9b-8b8123c96673,Company_65,User_264
2021-01-01 08:00:00,ffcb3f25-d0da-4b3f-989e-55f6bb5b4356,Company_49,User_419
2021-01-01 09:00:00,dff7fb90-f1cd-4739-af5c-5544a3e4e939,Company_25,User_250
2021-01-01 09:00:00,ad5347b8-cae2-44ad-87bc-b3b43a9b3282,Company_67,User_691
2021-01-01 10:00:00,955ecc40-69ad-45cd-840c-b03c067c0913,Company_12,User_414
2021-01-01 11:00:00,a442327e-d498-48a7-b2b4-0add55e6af2c,Company_30,User_696
2021-01-01 12:00:00,43465a12-8e5c-40e9-a825-c95d71cd96c4,Company_58,User_9
2021-01-01 14:00:00,4802950d-22ca-4b74-9cc7-a72606b217ee,Company_73,User_928
2021-01-01 15:00:00,99b94bb8-0f53-49a5-aa74-fff9ae222c86,Company_3,User_886
2021-01-01 17:00:00,7cc20f2b-ed1e-4054-acc3-bccc5ea8637e,Company_40,User_750
2021-01-01 18:00:00,9c385b33-0ddb-4043-bab7-23422e6cb80a,Company_91,User_255
2021-01-01 20:00:00,2758e60b-e44b-44ee-80aa-2f4fc423bcbb,Company_87,User_749
2021-01-01 23:00:00,b74c166c-451b-4dce-b6be-2b06e2d56d94,Company_20,User_415
2021-01-01 23:00:00,a29e8ae3-c001-44d3-8bc4-18a485bf948b,Company_93,User_907
2021-01-01 23:00:00,6c57989b-7cc8-4d16-aaa9-7b2ac094bd56,Company_89,User_132
2021-01-02 00:00:00,7bb029b8-266e-4029-8d70-e234ace66752,Company_24,User_353
2021-01-02 02:00:00,79043a91-5b37-49c5-a60b-2c52ff04ac74,Company_21,User_162
2021-01-02 02:00:00,7382517e-1d4b-450a-8d50-73a8f71e0279,Company_81,User_713
2021-01-02 03:00:00,ed6bbfaf-3206-464d-8b97-5e3d675f189f,Company_52,User_958
2021-01-02 04:00:00,03bf43f8-4327-4cb9-9304-3a7c12e87c76,Company_17,User_998
2021-01-02 04:00:00,90d69945-11a2-44f5-a14c-fd6e017d5714,Company_29,User_673
2021-01-02 05:00:00,dbe999ae-8d60-4957-a65e-ca5c46bda5b8,Company_48,User_788
2021-01-02 05:00:00,f18b9412-67b7-45e6-bd0d-303e2aea346b,Company_90,User_818
2021-01-02 05:00:00,ef2454c1-053a-40df-8a85-33cdc9d9b7c2,Company_82,User_976
2021-01-02 06:00:00,a48e449e-96ad-4c88-b0d8-4f0bc252dce6,Company_4,User_267
2021-01-02 07:00:00,8685449d-4e6f-4b18-b54c-bcb0a8720ff3,Company_96,User_855
2021-01-02 09:00:00,bd632791-3af9-418e-8448-c8f65c894457,Company_75,User_786
2021-01-02 10:00:00,906cf01b-4fad-4bfc-85b4-348c8d8efa29,Company_79,User_831
2021-01-02 11:00:00,3a1d5274-a418-4b38-ae38-5d4ff17e083d,Company_95,User_212
2021-01-02 12:00:00,c08c2552-8d66-4c2a-ac3c-ddb941fff8af,Company_44,User_924
2021-01-02 12:00:00,70bd9376-ceab-44e2-bf91-9a1f9ed9bd06,Company_88,User_280
2021-01-02 13:00:00,0ad65b62-3dfb-461a-a07e-62d9ad98710a,Company_9,User_589
2021-01-02 13:00:00,0f2719c4-3508-4443-ba23-e6b89b2aa43b,Company_72,User_843
2021-01-02 14:00:00,b35973f2-c0ee-4b11-a1f9-c1705236c311,Company_53,User_546
2021-01-02 14:00:00,ae6cf712-ce58-45de-8203-96ef835f1909,Company_10,User_479
2021-01-02 14:00:00,62f572b5-04cb-4df5-81d0-835c3927294e,Company_35,User_560
2021-01-02 16:00:00,03308a9b-5314-4238-8e80-82bdc0ad44fd,Company_45,User_583
2021-01-02 16:00:00,651cd8ec-cdb9-4d1e-bdb3-157e9787b8c7,Company_64,User_100
2021-01-02 17:00:00,3751f6c5-1ce3-4512-929c-80443da48348,Company_33,User_2
2021-01-02 18:00:00,7e211d77-e928-4ed6-a76d-66d2d19f49d9,Company_29,User_853
2021-01-02 18:00:00,a9deaba6-1b83-437e-92d0-d3c2a0793438,Company_7,User_275
2021-01-02 19:00:00,80a84628-d7ff-498c-87ad-c680ec0e3766,Company_63,User_432
2021-01-02 22:00:00,83b8bc89-21b9-4b95-9105-35a85a1cce15,Company_7,User_125
2021-01-02 23:00:00,c4cbbae1-e320-4eb2-ab57-cc5144384e2b,Company_22,User_735
2021-01-02 23:00:00,5f5dfbbe-8f74-487b-a3b4-c6a3b05938d4,Company_81,User_959
2021-01-03 00:00:00,3a720199-2faf-40e8-ba2e-da2ec3cb73d0,Company_19,User_627
2021-01-03 00:00:00,9ba74308-e572-4075-acda-31fbe6fe0f62,Company_84,User_196
2021-01-03 01:00:00,2e6a695d-f03f-48fb-b31f-0df152627bd4,Company_81,User_60
2021-01-03 02:00:00,2a786f9f-d692-4cde-a967-d44eed7afb9b,Company_9,User_239
2021-01-03 02:00:00,ec6697ba-1984-41f7-9d68-e6076d9f5c4d,Company_6,User_766
2021-01-03 03:00:00,2f69a7f9-916b-4885-85e5-5cfcee8f8c69,Company_54,User_45
2021-01-03 03:00:00,b6ef797a-2665-470b-b084-bb1cc1a48b05,Company_40,User_504
2021-01-03 04:00:00,4653ad5d-0abe-4415-a602-e250c3987060,Company_35,User_729
2021-01-03 06:00:00,1053e593-59c5-4cbd-a814-db5ff56dbbd3,Company_75,User_999
2021-01-03 07:00:00,c86b395c-ec72-4931-88e1-5150c203ec30,Company_68,User_975
2021-01-03 08:00:00,e696141a-65fa-48b5-93f2-e140f89353d7,Company_2,User_826
2021-01-03 09:00:00,52d27f3a-ccf6-4e36-9793-071e9a308caf,Company_97,User_461
2021-01-03 09:00:00,2eac56c0-0282-40bd-8329-5fb7cbf15df0,Company_55,User_909
2021-01-03 09:00:00,22189ba7-9db0-462f-91b3-b46cb6d9f4df,Company_98,User_559
2021-01-03 10:00:00,285fc1eb-e90c-42b2-8429-c13a49e09fc0,Company_11,User_258
2021-01-03 11:00:00,ca6b7d01-1730-4d30-9752-0c1b015766f1,Company_94,User_955
2021-01-03 12:00:00,08beb589-5efc-4c5e-a5f8-e7518bb3b829,Company_39,User_706
2021-01-03 14:00:00,5f40c33b-8d83-4061-a60f-f6ad222fec76,Company_83,User_856
2021-01-03 15:00:00,41144d00-a5c0-4c53-85ea-48f2f7d896f0,Company_0,User_973
2021-01-03 15:00:00,970b3ca5-32e8-410b-b76c-f965d52e7e1d,Company_46,User_356
2021-01-03 15:00:00,1a571c89-903d-4c56-9296-ad0d35d7d829,Company_77,User_172
2021-01-03 17:00:00,0373c4d6-2811-45df-aff7-9f22b172043e,Company_15,User_884
2021-01-03 18:00:00,20d5f974-bcef-4d4c-afee-249bc774f0fe,Company_5,User_317
2021-01-03 19:00:00,3f12b423-c945-413f-a5c1-8bc5a1905123,Company_59,User_133
2021-01-03 19:00:00,4df097a1-d9b1-403c-9a39-a2a993f95a08,Company_75,User_254
2021-01-03 20:00:00,f28dd3f8-2d0c-4f5a-8ba4-8275a5244599,Company_21,User_624
2021-01-03 20:00:00,71e0e157-a13d-403c-8b41-a36212532388,Company_60,User_409
2021-01-03 22:00:00,bc9ef286-0b9a-4bb5-a0df-b179144879a0,Company_44,User_155
2021-01-03 23:00:00,b53a4065-2b7a-4e14-87e0-54449b141b21,Company_20,User_609
2021-01-03 23:00:00,f7b8d830-5466-4f39-8266-492faeef8126,Company_18,User_708
2021-01-03 23:00:00,d6e457ca-fab8-467a-aeee-c1f0bf0b8ce9,Company_80,User_985
2021-01-03 23:00:00,8446f42f-7e0a-437d-bc76-01ca3aa6ebaa,Company_47,User_533
2021-01-04 00:00:00,f6f11dad-78ff-437b-95b1-d664e7499a57,Company_75,User_747
2021-01-04 00:00:00,c7b077d2-7b92-4db9-a726-46fd28d673a6,Company_3,User_224
2021-01-04 00:00:00,e5cff8db-56b7-473b-81a9-b865539c382d,Company_93,User_76
2021-01-04 00:00:00,fef5ef74-489a-47f1-89f3-1a92ef4bd703,Company_39,User_115
2021-01-04 00:00:00,8bfee56c-e25b-432b-a462-7db2ecffde47,Company_24,User_833
2021-01-04 01:00:00,57503ba2-ea15-42e8-86dd-2ad3b277a5be,Company_37,User_158
2021-01-04 03:00:00,1ae41531-78d6-4bd0-a754-c36644ecee0c,Company_7,User_125
2021-01-04 03:00:00,3b4eed45-0c6b-4445-9d0d-0d1b4ccff732,Company_74,User_315
2021-01-04 05:00:00,c4501442-f698-4ffd-983f-abaf22322ae7,Company_54,User_262
2021-01-04 06:00:00,cac71f14-e2a7-427d-a186-b09996129cf3,Company_80,User_764
2021-01-04 06:00:00,d43301f2-6e6f-4bb1-a6b6-ce79149d96ae,Company_98,User_802
2021-01-04 06:00:00,12276777-1925-4686-b7f1-0b8aca4ad88e,Company_48,User_314
2021-01-04 07:00:00,2875da4b-130c-45ed-b179-caaadbdeaebf,Company_66,User_151
2021-01-04 07:00:00,41757d41-144c-4ced-9980-5d390bce6ef0,Company_49,User_419
2021-01-04 07:00:00,cb29aace-ca8d-4ba7-9808-ea752cfdb19f,Company_69,User_663
2021-01-04 08:00:00,61218b4f-8b0e-4e25-a0a8-5de699714977,Company_32,User_753
2021-01-04 10:00:00,fdcb87af-b0eb-4907-b4c8-5b35745ea372,Company_3,User_358
2021-01-04 10:00:00,10952fb5-765c-4569-b0a6-979631f263a2,Company_64,User_294
2021-01-04 13:00:00,361f5d6d-b88b-494b-b946-1efd2b982731,Company_51,User_71
2021-01-04 14:00:00,22b102a6-1a5e-4b45-b32d-a366ff56412d,Company_42,User_379
2021-01-04 15:00:00,f9094f8c-865c-4fe5-b902-a6e015a9c1d7,Company_26,User_662
2021-01-04 16:00:00,cc1ed1ea-33ec-465a-9a9a-e4c4b6a11763,Company_10,User_110
2021-01-04 17:00:00,76ddd386-ee14-4993-870d-d36df8e119cc,Company_79,User_526
2021-01-04 17:00:00,f9baa26a-2056-4c30-a566-055f65e86267,Company_79,User_814
